company,client,item,qty,price
GQI,FAS,16847,44,13
OWC,FFG,19790,46,17
GMY,DPC,24054,8,28
JEU,CLF,4095,11,29
UYK,MOF,21101,2,11
JVJ,ZJL,12515,36,15
PBR,XIB,12346,43,31
DCM,OLX,3433,0,2
MWT,GOS,10262,43,7
XMR,AZG,22966,37,6
XYN,DHR,3041,39,4
TSX,GZF,5759,8,11
RXU,HUO,17827,45,19
QJB,CKV,832,9,8
KSC,GFV,7014,38,5
WQD,HYU,25811,32,8
PEQ,RBM,8428,45,23
PAC,GRD,11961,4,31
YEM,HYA,11830,18,4
OGF,VHQ,14433,33,9
VZY,TXL,14997,20,9
TDX,SHA,17781,32,22
CWY,QNU,13636,28,20
HZZ,IDB,20947,30,5
KBE,BYN,20179,4,10
LXG,XTJ,13993,36,12
AHJ,KXW,26187,9,7
MQU,UNZ,31087,14,32
UWY,SIX,10943,11,32
FBP,BIA,4737,32,3
WMS,KDJ,32259,18,6
WEF,LSF,21458,8,3
RLF,SOF,17506,47,32
DNY,GID,21108,42,30
AYY,NEM,3176,1,3
YWC,MVX,19743,33,20
IAV,OVZ,2736,23,14
ADC,XBW,29463,13,8
GOD,WGI,3944,34,4
OYT,PHN,13776,43,22
JQK,XCB,8754,38,8
XXV,SIH,12090,31,21
AGW,QMJ,25035,27,23
CTC,HFB,9935,35,30
RMM,DHV,5582,32,24
JEI,MTD,9872,19,27
QVZ,EEW,5392,19,10
IIV,CIX,521,46,26
HMR,MUE,18217,9,16
OYZ,PAI,516,8,32
CJF,UER,2002,18,19
ZHQ,PUB,19119,42,29
RAU,TIH,32668,31,14
QYI,KNT,7283,12,10
JFM,KSZ,8255,45,20
EVB,HQW,12566,41,21
LKD,RQJ,25971,11,17
TOQ,YWA,32730,17,32
HKC,VUE,26148,27,28
EUC,JHB,318,43,27
TXR,ROF,14982,8,17
KRW,FYJ,4370,33,2
ZCW,AZP,26309,46,7
TOH,FKR,17928,1,6
VIM,ASK,25691,31,20
RQO,LZH,15951,12,24
AKQ,FOC,26991,33,23
YVC,IFM,17310,39,18
UFX,LAQ,1091,3,7
WCW,HMD,5288,35,3
IGD,LLA,20045,29,8
JHZ,YRF,30706,2,4
KMQ,TMA,30747,13,27
GOQ,ZNS,25075,1,12
IDM,QKV,15482,31,22
KBX,ESB,4976,45,3
RXK,PZM,23995,29,17
XCN,YJN,24587,40,6
YZX,CMA,6596,47,14
DZT,VBU,17149,45,24
LXM,GCL,10480,34,10
PEU,HRR,29230,1,10
WNW,ZBU,30035,12,28
XGI,MVF,19056,22,11
BUN,DSI,11736,8,5
OGU,ZNC,952,7,6
ELV,TGD,17342,26,7
OTO,VSI,9897,2,3
CNQ,MEU,18049,22,21
IAP,TNL,30429,3,3
AEK,HQQ,23534,12,28
XKA,KPI,12823,28,21
TEC,TMO,17681,14,29
LCF,JCO,13057,44,9
NSA,ASY,10224,8,22
EJM,VMI,8089,46,6
EET,MFD,15770,16,4
IVQ,XXU,8873,16,17
KRO,KXY,14826,41,0
IKW,DQS,31804,22,19
OTU,PWB,4772,35,3
KNR,LZB,30740,36,28
WQU,PAN,18076,32,8
HLD,TVV,19980,30,17
OOD,ZCW,9663,15,28
SND,DEQ,30899,11,4
RXP,VID,21699,34,10
CSR,FNJ,4942,15,18
RPV,TOF,15940,11,31
DGF,AKK,32754,13,13
SNZ,FVG,10340,35,5
OWY,VHJ,23983,6,30
BVJ,RGE,13435,21,24
FZD,YPP,9247,7,14
SZM,PNL,16951,3,31
WFY,VAX,27537,44,8
JLF,RBU,12013,26,3
DOB,BAO,27025,3,5
UXL,BTS,19951,5,23
FXW,LSH,24847,7,7
MSR,TTK,23185,9,31
BUX,RJL,12504,31,30
UBR,SRA,2130,9,24
JKE,OGA,28895,13,13
RXE,CON,31410,28,14
ADT,SMO,712,45,26
QFN,FAB,27450,41,19
LBB,QKX,22943,12,23
CLO,NXY,5729,2,12
RPM,QZS,27086,9,32
EDV,GTK,859,13,13
UBP,LCH,32127,47,24
FOU,RGO,28286,0,26
YBQ,EXQ,12964,7,12
MTJ,FYW,28075,6,9
YTG,MFT,6906,13,25
SHN,QJJ,27267,29,25
MBG,ZOO,29577,38,21
EGG,DJP,21121,33,12
YSF,CDF,27836,46,28
FZG,KAA,28835,0,32
TUC,KGD,10914,10,17
LQM,ZPY,13053,32,12
BMZ,YQS,18407,42,13
QKC,GMD,17385,46,5
QOC,VUF,5696,0,3
ISB,JVR,4300,44,30
IFE,SZJ,32302,36,17
PQU,TCA,19498,2,21
FNR,GTA,7497,13,25
NKO,OFX,21936,31,15
QBL,UGL,24291,26,32
ZTY,LCV,22760,32,0
HBY,HJM,1337,46,9
DQO,YVF,7332,3,5
FOT,HAE,2133,4,14
BKY,ETO,17949,30,22
EXG,PRW,15950,33,25
QOS,YWY,14334,14,9
MAB,REI,15753,21,32
FZY,XLR,4346,42,12
NGQ,JDR,15863,17,27
DTL,NLQ,28991,2,13
OML,XZI,6764,41,32
POK,VHC,1680,32,6
LTU,BBT,13013,37,10
PZQ,KPW,26160,36,5
RSE,MXU,12582,16,30
KIO,XZY,32350,45,30
WMQ,CTS,31303,7,32
MWP,ESQ,29708,30,7
QYM,JJS,7105,27,0
QJS,LMC,23620,40,31
JOZ,ZMX,17662,5,6
JWY,BMX,11100,29,11
XYO,NLL,20891,15,21
OVT,HCV,28794,12,4
FBW,SMJ,996,32,7
DAU,KUQ,16678,48,22
YDH,JOQ,20801,21,11
JBD,OKU,19943,27,0
KJD,GXC,7714,43,17
OBG,AKP,4959,14,25
ASH,FSE,26919,20,20
LDT,YCW,20067,26,18
EYW,BZU,7473,0,22
RIW,HIE,21749,24,23
TEQ,ITD,32279,12,14
OOW,XXF,19552,14,8
AZS,NVS,32327,20,1
IYB,AAY,2784,17,0
HTD,HDB,11781,7,6
UMA,USB,27008,36,31
WUI,UFA,30733,21,17
YBT,EMP,22122,1,17
MWV,JCI,31792,18,10
QLH,IQB,21127,42,22
RYK,BIF,21393,3,26
TYE,EYD,1901,25,32
QIV,HFI,12499,43,29
WDF,TZD,19083,29,3
VLE,PZQ,4009,45,18
ZBO,LDP,20194,18,22
HTL,LCO,10490,47,30
WFU,YPP,2572,45,31
HFB,VTH,18412,26,28
VTJ,FPH,30045,41,18
NLJ,IHZ,24754,2,3
WVE,PVM,552,36,13
NLU,JWE,12238,47,7
VNW,HYC,8248,29,32
HXS,BPR,23959,12,14
DIZ,LNC,6046,27,1
XNO,TEE,13721,28,15
NGB,KDK,32754,14,23
IKC,JBC,1828,29,32
UWU,YWD,32529,0,29
XDE,UHO,28487,46,3
HZO,JLE,22424,39,22
FWY,ILC,31873,20,12
JRF,FER,19168,33,17
BEU,OTW,31319,32,3
FMT,IKS,9987,3,30
AUD,MRH,24942,41,15
RZU,VAC,9865,25,21
EIX,OCA,8965,33,27
UDC,WFC,31202,28,8
SAS,NZN,10655,25,18
VGB,NQG,14203,8,11
EME,XEB,18576,22,12
NNY,NGR,8923,6,17
TKR,YVZ,12768,9,32
SYP,WGZ,6467,1,7
EQP,BGF,19968,11,21
SAW,VWW,10903,11,24
VQV,FOQ,21847,31,30
UYR,MHO,32575,4,5
DHS,YIT,23869,14,26
EEU,LAQ,6828,17,16
OKM,QOH,18929,26,10
FVS,MAT,14570,26,15
TCC,YRQ,16954,43,20
ZCR,YOA,10887,40,19
FZQ,PVJ,20510,13,13
UBK,DAN,10933,34,5
MPF,GOQ,10866,21,12
UYB,WNT,32117,6,2
DVV,EDW,19120,15,12
FZY,LLG,7029,16,25
GHV,API,31876,41,22
WNN,NPI,2617,26,8
FYA,DDH,28087,16,31
RTM,BZH,23651,27,20
DMG,GDK,2104,32,4
MWS,NDU,20916,3,15
IWY,CLR,14707,2,21
JXZ,OHB,29403,23,26
GZL,NAV,19525,32,13
NFK,JZE,5264,33,29
KRV,OUL,10560,2,1
PTF,CEK,20337,45,17
BFO,UFH,19381,40,9
SFY,UQF,1873,31,14
HQY,MYK,6345,10,7
AKP,MVA,32315,44,25
AXI,GJZ,5602,6,20
QQF,VEN,18574,42,11
RPF,BQM,4957,45,7
YAN,NYM,1586,25,19
WWP,NIG,1528,31,15
WBS,VWT,758,0,22
QPD,KWX,9385,23,1
DQW,LKJ,5630,45,29
HBB,ZVV,12135,22,5
IAA,HJF,27042,34,30
NIA,GFX,15417,15,11
PCL,HSK,3341,22,1
NLV,NKU,32459,47,23
GYS,KCZ,27383,7,11
FTH,ULT,22513,40,14
ZUI,DUB,18068,33,16
IBI,BUT,17777,42,8
HPQ,EVH,19845,13,10
XZZ,UJC,6996,8,6
ISR,KWI,29589,5,20
ZHK,ROX,4592,23,25
JMT,DGA,18269,41,15
ZZB,KXP,26423,47,18
AUA,ANJ,7229,8,15
FOP,FLE,9713,13,26
UWB,MXP,8885,34,29
VXI,SSL,17664,39,30
PEX,UXJ,22861,10,15
GIH,TKE,30747,0,14
QJR,UVO,29413,10,4
OUH,DEF,27157,13,16
NKX,PXZ,15817,9,10
AXT,MKJ,5741,13,20
DNO,TBG,3488,17,28
OXH,FDV,18114,33,17
QTB,WJR,13899,2,29
YSK,BXO,11571,6,4
WJJ,KRD,7492,15,7
RUA,WLH,1671,16,11
NBI,FAT,21944,12,28
QUJ,YOO,27667,14,16
RHQ,ZTS,9855,8,13
KXZ,ILG,13769,45,30
IHT,ZGU,25099,43,25
BFR,DYW,612,13,8
AUN,TOA,14218,20,16
ACG,VMD,31330,48,2
COD,WHC,567,45,17
HLZ,XFN,12339,37,26
VIO,UXK,13965,24,23
XNX,HYE,4350,21,31
XUZ,IOM,18144,17,23
YTT,YFG,19854,1,21
CPV,RHW,23666,24,30
LHV,CFX,1098,6,32
XWD,YVR,27283,2,16
UZH,JIL,4805,4,1
ONC,BXJ,26714,17,31
HEK,NWV,9637,23,16
FSH,MQK,13682,20,19
FBV,AVS,5287,34,24
TGA,PUG,4021,11,23
WDX,MDY,21851,2,22
XWT,EWH,6034,11,20
RWD,IFV,18123,2,7
NWI,ANJ,32075,42,22
LWB,CEH,8786,24,32
POS,OMS,3355,7,18
UXI,FDM,6869,37,10
TSX,ILZ,22481,14,2
QIE,KIL,9930,36,27
EES,BVW,26510,2,29
VHI,QRP,20992,17,18
SIN,FQL,7077,38,19
SBN,JGK,10113,24,20
EHR,PGU,24721,30,26
QBI,BVJ,5989,5,20
VIQ,CAX,2910,11,4
RGC,UTS,8951,18,7
STG,SDG,14433,36,11
IVB,GUE,7358,32,23
XVO,AJJ,22597,20,24
VRF,LYX,23318,16,4
OXQ,RUT,24415,9,19
AGU,CHY,4707,48,21
EVH,DZG,23845,12,4
JUS,VHZ,18850,28,8
VHX,RIQ,31559,31,28
XQE,UGU,16073,2,23
REU,FHZ,10376,34,7
SLV,OZR,12291,17,29
ZPZ,XHU,27466,36,4
CGO,YPY,7583,16,22
ZCC,JOM,29945,34,30
HQD,XDZ,24318,18,30
XCX,IKJ,15803,48,1
BAU,ABO,29462,46,9
FRY,PXB,19944,4,28
SXM,JDO,2792,11,2
RNO,ZPC,17182,44,17
ADY,UTA,14660,31,8
HIR,GSX,27647,28,26
NOR,CAV,3103,27,19
VOT,YBQ,8264,13,13
FKR,XXF,2933,9,10
GEX,EUB,23843,22,27
RDJ,ULX,32449,30,5
XGE,ZOK,1298,21,25
AQM,QTU,494,11,8
IUK,ZCQ,1766,37,17
GKH,KMJ,5085,5,28
TCD,ESS,16871,17,28
JOZ,XSI,27346,35,19
OBW,QOD,16113,15,32
CDJ,RJY,1736,6,14
BFP,MOL,30378,11,22
KAQ,LCZ,21391,48,19
HKI,FJS,10240,16,21
HIA,KPP,24558,16,23
JXU,ZUL,13022,16,5
ZMR,JBK,13239,20,17
YAW,MKB,28609,24,21
OQC,JPZ,11890,9,13
HWT,CEM,27642,22,5
IAG,UIC,9938,38,27
XLM,TWP,17621,12,6
QMQ,IAK,19124,6,21
GHC,FJI,17250,36,32
JBH,AKE,12024,35,27
DJK,TLN,21222,20,14
ZAV,NMN,18507,7,0
IXI,JFT,22821,18,9
PWR,RWL,27093,15,20
IRA,VFN,21790,38,13
YSY,NRH,25069,5,4
SZE,LYP,24081,10,8
YHX,XPQ,26608,16,8
XGN,XZZ,1895,10,7
WAY,NOL,14352,46,3
IBB,UED,20147,24,16
CYI,DSG,7454,41,15
ZKB,DYO,22204,37,11
YPO,HMV,5258,24,22
ZOU,KEL,6075,38,25
LMH,GII,7302,36,22
UUO,QGO,30588,25,19
KCC,LVG,13602,26,23
WVB,NSG,26960,5,22
MED,QXQ,12865,40,19
YED,EHJ,10237,13,12
FQP,SPN,5157,17,23
DJK,COS,23509,9,1
HTM,UKX,21567,18,21
JTO,IXB,11336,3,2
GAQ,UTK,25752,11,22
KIJ,CAL,23854,41,3
TUF,NOY,12889,6,22
MHJ,HWN,17017,14,10
CCJ,KVE,24581,42,3
VYN,LXQ,14030,47,30
VFY,LIK,19901,27,16
IYF,UIQ,30488,13,32
FGB,XMV,30544,10,10
BXJ,FKC,31739,1,6
VRO,VUI,18156,7,7
EYF,SFE,32514,16,24
MSB,TAY,7047,46,5
YVD,KAG,24722,8,24
WIB,AKF,20759,12,24
MCC,IFS,28711,13,24
TPI,UJB,19860,23,30
YFA,QVJ,30676,35,13
OSM,WCR,13790,20,21
FPM,JND,13926,24,27
LUY,SEN,6529,16,4
IBD,IKV,9162,44,1
VTS,LOC,17722,0,20
HVU,ILV,14101,19,16
LTU,NKJ,32569,31,27
TCD,HQV,7525,6,13
BKV,YUB,3560,38,0
VKV,GPN,15164,6,12
PWN,BSV,14566,7,10
XSK,WQL,12817,13,20
ZBF,QDW,13404,10,18
DTZ,KGS,9280,29,26
MUN,TKR,6001,23,32
FFF,INZ,6360,34,31
TBN,GYZ,19212,11,5
ZNR,XGP,19538,34,31
FUC,ALI,19857,46,4
QWA,UBG,2747,33,0
GPB,SCW,19113,8,0
WGM,MOX,25551,7,26
PIJ,THG,23614,11,22
YVN,CES,1996,23,20
EZL,KBI,5127,39,15
ASK,ZNP,3236,13,0
QHQ,JDS,268,15,27
ZAF,PQY,2408,47,23
WEZ,CZZ,24013,39,29
ZDP,IEK,23760,26,2
EIL,KYO,1810,41,9
FJU,UNH,27423,47,27
VAM,KLE,662,32,29
CFU,GVG,6464,39,25
SZR,YVE,28186,5,22
LQI,UWP,7945,11,22
BLO,DWH,20001,23,20
UAY,TRD,10279,34,7
AWJ,XKQ,21383,38,3
AFV,KKE,5680,29,1
QRR,DBB,31615,5,28
WIG,FQQ,4713,11,5
CZM,QYU,24012,9,5
CBV,OXM,21821,24,10
NDK,EJC,24940,44,28
FWS,MPI,7086,38,19
APZ,KIL,2748,27,11
IJV,VUM,318,4,25
DIP,QVR,24500,39,31
ZQH,WEN,20716,21,29
QBV,BRR,2359,5,4
STI,OCN,16782,24,2
GFE,ESL,10124,21,10
JAY,GOT,9213,27,4
CSC,WNQ,22822,19,13
ZBA,YFD,28730,38,4
OWK,YOL,13180,29,19
HCX,WOV,18004,5,18
FAG,CTK,24816,35,3
WDR,KBV,32704,21,26
SME,ECU,29271,36,32
PYI,SNU,25258,29,17
SCC,TCA,15965,30,7
DCT,HBA,28041,9,28
SYS,MSF,24807,24,9
JNW,NVX,14343,8,32
CZG,LAJ,4571,15,11
KPJ,LIT,3461,1,18
LHO,ZZJ,21031,25,7
QMP,RKQ,23402,30,16
QXB,TOU,14050,16,16
FET,BMF,337,24,3
YHL,PKC,14996,36,28
DDZ,GGJ,28931,24,9
QZS,BJY,14362,12,25
DVG,VQH,29119,38,16
EPM,ENW,23034,29,17
QQF,PJO,26633,22,21
UYM,QMW,20793,20,17
NAM,HQA,10577,48,30
WFU,LFY,14177,1,20
NYE,BWF,27985,43,16
TAF,AVH,1534,38,0
MMH,LDC,11378,5,24
EAP,OIV,10852,16,0
QER,VDW,13773,41,13
SPO,ONZ,27554,43,31
FPQ,LZA,1769,13,32
GOP,UBJ,187,24,17
MDI,EOK,11855,29,6
DQP,GFW,6611,31,32
PKG,GXZ,13046,40,32
RDJ,JHK,26238,6,27
BQO,OBL,12739,4,1
CMZ,GPS,8462,44,31
PNP,BDO,16944,26,17
HWZ,JSF,852,14,0
LZH,FQR,21733,46,22
MMT,ZTJ,23044,24,3
WNV,LHD,27375,45,4
AMD,YBQ,14975,13,2
SZB,UFJ,11467,24,25
SDI,HAS,6552,28,0
RKQ,SON,2919,35,6
ILO,GUY,16816,48,30
XKC,BII,24483,22,1
RBP,YAN,7561,41,16
FRG,LDB,11830,34,0
OCI,ERS,9452,34,13
XIZ,WSU,23945,16,27
MOC,RDS,5769,1,9
OFN,ENO,16819,23,1
GYA,NLU,7667,5,8
POH,XKC,32457,43,11
UPH,CMC,23806,10,11
PRV,WFU,29119,9,29
DHG,OHL,21427,21,16
QBY,AQE,23872,10,30
BGG,ESM,25140,37,27
NUD,FSY,28826,37,8
RSG,ZOM,21165,35,10
RLL,YKS,2448,30,27
EDC,ELM,10233,33,0
MRV,QEY,8512,36,8
ZHD,TPI,17668,18,10
BSG,ONV,18656,16,20
SRO,KSZ,6565,23,18
TVA,CSP,29833,45,20
DVB,XOL,256,37,19
XYM,FCO,25150,14,21
VVR,FKS,8671,31,30
CTA,ANO,27080,7,6
XBL,XDY,1633,10,14
VTP,ZQP,5230,14,21
JCK,LQQ,5216,34,9
ZLQ,HQD,24591,39,15
IEY,DFG,15610,40,4
ZNA,RUG,1055,26,20
AWX,GYE,25054,35,5
WNC,BOZ,21325,20,23
APP,CLT,7256,20,30
ZHR,TUP,4626,11,22
EEP,WCP,1308,20,30
IQC,RAH,9397,9,10
KZO,EIM,9084,39,3
UZD,VFQ,25824,43,0
RTE,KRA,2318,41,2
VHW,VES,6236,44,18
BRL,VZP,670,8,3
KCQ,HJY,11979,3,4
OQL,XEJ,20416,40,12
ESS,JUP,4124,4,26
HWX,AAS,24686,39,5
BNA,XWZ,2582,12,16
FHW,UCN,28747,43,30
MYI,GAF,1372,43,5
TVW,LZE,31303,39,27
DBW,LVE,1671,13,22
VXO,TSY,9824,25,19
LPL,BOC,3454,16,32
UXR,LUB,28902,2,0
MZJ,NYG,22861,13,27
FWR,PFP,3958,32,13
GFI,DBD,18665,15,30
BBI,WYR,368,30,5
SLP,UGU,14807,1,12
UWD,SZG,3623,19,3
ESN,KFJ,30177,15,25
CZD,GGI,11501,46,23
JTS,FLX,15603,11,19
BAX,ZII,15385,42,21
UZT,IKH,21588,48,26
QNX,UZA,604,4,0
UZQ,XTR,11239,34,28
LRG,TBF,31799,36,3
FGS,BUH,10320,17,9
NFG,GWJ,27026,43,2
YEA,RGA,6431,6,1
IOW,JCA,6404,8,11
ORA,HEQ,29799,23,13
IBS,SFC,29773,12,30
BMI,IOI,12361,46,4
DWZ,PRF,21121,34,5
JLX,KIG,27695,41,6
LOC,RAD,17505,21,16
AXU,NAY,24581,23,2
DIF,RFH,4613,11,30
BJW,TIC,17687,39,17
LPS,URG,3375,10,27
ARO,HUO,9807,6,27
NYK,VGY,24761,5,11
PQI,QZZ,12215,46,13
ICZ,PJO,16841,14,31
QMN,LJV,9917,8,15
CSK,RYY,32455,3,30
UIY,DKQ,23277,33,16
IGB,HRD,22279,44,31
MRB,RUE,20870,41,8
NQS,CXB,29119,16,22
DYB,IKT,30570,3,22
TWM,VBV,10281,44,22
GOY,LKR,19928,21,32
UYX,NKJ,22092,8,25
ELB,CKI,28293,29,6
AUF,DKV,13357,46,10
XBH,XLR,17923,42,6
EDU,CLY,4740,42,26
XWA,BIF,26694,16,13
NRD,PEC,7879,17,1
KUI,URW,26753,21,26
ZXI,BKZ,4683,22,12
IBT,ALC,19147,42,31
UNT,GVB,10892,0,24
PPK,TSL,9137,14,14
LWD,KGM,22863,24,16
VRD,VMI,28432,27,30
BPW,VBT,20164,17,0
URZ,QZF,22740,19,20
CDL,DIH,26539,13,27
KNG,TPS,22490,23,2
ZBI,HKB,27949,23,1
EUH,GYX,31452,10,20
BGU,ZPT,18766,19,14
UNJ,RHB,25016,11,4
BWD,DKM,6748,25,32
VAV,NOA,25303,42,12
QSG,PPI,26398,36,5
IYK,SLP,15935,36,23
KNU,JBV,20813,38,13
HSK,MTV,27164,10,24
YCO,SAV,2452,3,6
XXN,BRS,32591,39,11
THF,WHJ,18691,0,19
XIY,RSS,13579,47,29
QWV,LAO,10895,8,18
TGI,QTL,19123,25,5
SPY,YQC,20495,18,11
QUT,WGO,11212,48,12
EDL,VOT,3150,38,7
DML,ARI,12637,31,7
QXY,GZG,30598,32,20
TTK,VHM,19281,28,9
RLL,JMR,24498,5,30
FNW,MBJ,26944,21,23
KZC,LUQ,3105,17,0
EQU,VHU,5300,42,12
RFQ,CTL,4855,26,24
PIE,XSO,21856,1,19
EEZ,GUC,12822,4,13
QPS,TCX,5977,6,17
VLW,VAG,452,34,24
KLZ,RDY,15896,6,27
SKQ,MWX,14904,19,20
GBW,DSX,32262,5,25
RPK,LEH,31900,14,19
YZW,NXI,11016,42,13
MDP,GPR,19166,42,7
MVS,YXB,1889,5,17
JAR,GKG,18165,2,0
ERR,INL,16935,12,10
RAC,QBB,14631,22,25
FPN,ITT,1196,16,4
EJX,HTP,2354,35,12
LXT,IQI,22059,7,6
MQI,EPX,20775,15,30
JLP,UWU,7489,30,3
GLR,GTR,21442,0,10
XSV,QAV,7381,9,20
LAP,NTU,1710,44,29
RGP,QMW,11473,31,6
NVP,RDW,31969,43,1
PTZ,XYZ,20425,35,20
COK,MLN,23552,10,27
IPC,GUQ,10149,14,24
DEJ,MKZ,26061,42,30
HUE,YIT,10855,10,15
KKM,HUV,29387,2,18
NBD,QOW,16283,42,20
MAA,ZYW,1405,24,13
GBW,KSD,730,13,21
LCW,FYL,5350,46,14
EMJ,FPL,19790,17,30
SQG,PBP,24292,43,19
OGR,QWC,1982,6,27
LBV,UMJ,2952,10,6
XLB,MND,18042,27,2
ZQQ,UQW,8258,13,4
NAK,XBE,2619,30,17
WGV,NES,30262,30,20
DKR,LCU,277,43,23
TIJ,CPP,26233,0,17
ICZ,GWX,20843,35,31
FVK,ABV,1653,30,11
JLU,AHE,17182,21,18
NON,SWY,17004,38,8
ZRY,QNP,27395,41,18
QXF,GFQ,26743,3,31
FYG,FYA,13012,35,9
GSS,UFD,16925,10,16
GFO,KRG,18897,11,29
CIP,WZN,28966,0,19
MMH,RBF,16560,35,20
XDQ,ZPL,13948,7,16
ENS,HIF,9095,8,32
KIF,UAW,19568,12,26
XVI,OWF,30857,43,18
QRQ,YUA,6418,14,10
CAS,JDI,13490,37,23
KWL,MXH,19182,13,21
SOT,HNF,10729,32,9
JID,ALD,20181,28,26
ZVV,ICT,21579,21,7
QIL,GWV,13162,32,16
JTB,IYH,6611,16,10
XIR,CIG,12808,1,32
ERP,LZH,19730,23,23
FRG,GNI,14136,1,15
SXL,OHN,5644,43,3
XXX,VMB,18885,19,1
RAP,ZKZ,20084,34,7
GNK,VXB,31418,7,27
ZTT,JEE,1242,26,7
UFF,QNH,25201,46,18
PEK,HGD,4171,45,3
SOZ,HRP,2508,11,8
MIL,DJH,21697,0,27
SCU,SYM,4006,20,4
WJF,TQA,12966,32,7
AQR,JNZ,2665,8,6
RYS,JEQ,4563,0,6
VWJ,ASE,28287,36,12
PTL,RLJ,4484,19,14
UWY,GTV,17616,41,27
GDL,QIJ,2609,10,32
SIX,GIE,21916,17,17
SXN,XGN,7279,3,7
XKK,QNI,27237,11,7
QUV,PUY,11502,2,18
DAX,PKG,26201,10,20
ZVY,HXJ,4492,31,19
CKR,CJU,9606,45,32
ZLL,VAM,9060,1,29
DTS,DZY,13641,44,20
DEM,ZOO,7859,30,21
YMQ,AFM,12670,20,33
IKJ,GAQ,7547,15,27
YAX,AED,14449,10,29
VXP,OMD,14570,32,6
XAC,ERP,24552,27,11
XMZ,UKB,8872,9,27
TRG,PKW,6200,9,23
MZP,JLS,9911,37,32
LMC,YWK,3073,10,19
MNY,UKE,28344,3,18
FTW,OHB,10725,27,30
XIN,SWI,8540,10,29
BAA,TGQ,26480,35,21
CNT,IEM,9555,37,3
RAZ,SVE,16047,22,2
WFH,DBG,31169,45,6
TKN,PDK,7981,45,17
VAT,ZAB,28562,47,28
RAD,ODG,9936,4,15
EPC,WLN,26058,14,22
TVT,ECS,2212,29,12
UHF,VOE,7442,20,33
XUK,SNA,12921,0,6
FDH,SLV,29123,13,13
LZZ,PGL,1014,27,19
OSF,UWG,12633,18,30
LET,NKY,7067,15,3
LTF,YGS,3204,38,7
SVU,QEZ,23306,36,22
FTI,VLY,11757,12,25
BEK,MOF,23040,41,6
TTQ,GKS,1690,45,20
DZH,ZQW,14535,0,13
GJZ,GNF,16243,17,18
LUB,FDH,14789,13,13
YCJ,KMX,1670,10,26
OWR,JIS,26304,36,21
TWN,QJY,293,32,2
XUI,MVF,20723,42,1
HEG,ESL,12096,12,2
JHK,QTV,17720,3,10
GTT,HJD,8282,35,20
PFZ,LLC,5263,46,31
SCG,TJY,2452,3,19
WBS,LKW,10373,11,1
NKZ,OXC,20985,2,17
KZN,NNG,24594,9,25
DHS,NAS,26967,39,19
OJF,SYL,964,46,4
DEN,DOB,31113,38,28
FEI,HTX,20203,37,15
FBS,LXG,18154,12,25
BPR,UHF,19723,25,22
LHA,OZG,12958,27,20
HSL,NSO,23375,37,15
UEX,YLK,32077,6,3
YSN,OMM,7985,12,10
HPH,IRX,9427,43,8
EJG,TMJ,13534,23,11
KAL,NAO,13927,19,31
QJA,RBW,24222,16,11
XMJ,BJE,2346,3,21
MXH,YJM,24642,22,30
BSA,OND,23034,29,29
SSV,SLH,19845,41,27
GDS,RIW,7337,22,9
ABO,EZD,23485,10,13
LTH,ZQZ,11128,9,20
KOJ,EYF,3393,38,2
XXK,ZJE,27985,28,16
ABA,DMQ,7123,33,25
POO,HUP,26827,38,21
GOI,KOP,15806,1,2
IHV,QTJ,10617,40,19
FCW,IGS,29639,44,0
KLP,EOG,20073,5,24
IRX,CIA,6619,2,6
QAG,XQU,5954,2,9
IWY,ISU,14059,28,24
YEW,NGP,7396,4,23
JMJ,MUL,2556,27,1
NHZ,JZO,16723,33,25
KHU,UYL,21465,25,30
OEA,BHG,29901,18,1
AXZ,WIV,2030,24,1
NRB,IAC,29159,44,21
XHA,FCO,12800,13,6
SBZ,AMW,19474,19,25
UDI,KDO,27881,48,12
XVU,VPE,31981,15,16
CNS,OUX,1780,24,28
PXR,PDO,7865,44,11
UOY,PSX,16128,1,30
HRY,PKS,26846,21,1
QFO,EDR,29478,2,23
QQQ,EAV,6323,43,5
DNN,CGW,12693,34,1
EOJ,AJA,30565,47,28
VFU,YSU,20776,0,21
KLB,VXY,28138,27,22
PTX,IMJ,30983,33,17
IAI,TPL,26548,2,21
ANL,QZE,3347,21,24
CHF,KAW,7711,27,0
OKW,YCP,11480,13,27
FYR,MMF,19948,7,2
ZVE,IRM,7434,42,26
LIS,XLP,18908,33,18
SKZ,RPQ,10899,21,29
LKS,JGH,17532,15,4
EEF,IQN,25680,29,33
MUU,NUE,32624,27,8
IAI,NIR,24728,4,22
CTR,FEN,22927,43,8
RHZ,EOE,3052,29,13
WBK,XEE,28875,8,6
KQB,OJM,19385,36,17
LSO,LWW,10003,31,18
VJD,ZUL,5250,20,13
SSJ,THZ,3400,10,8
RJB,EQB,16516,14,22
CDF,KUL,29171,31,23
OVP,CMM,24236,40,9
OYL,PBH,17050,12,14
NPI,FWR,18966,35,9
HJR,BVD,18256,33,30
AIT,QJP,31175,8,17
JZB,NZA,12340,45,6
DKH,EVT,22426,26,7
EWC,LOX,31424,40,9
VYS,RPR,7868,0,14
SJV,KYW,27843,45,8
HZB,JNF,10214,18,28
CIT,LGM,5045,35,8
OYJ,UKJ,31970,1,5
BRJ,YOM,30482,35,20
IUO,IUE,27576,30,6
OOI,QML,20212,15,22
